Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
117.0000      -1781.811    -1811.243       29.433   455.4
117.2000      -1781.791    -1811.274       29.483   456.2
117.4000      -1781.771    -1810.739       28.968   448.2
117.6000      -1781.752    -1811.333       29.581   457.7
117.8000      -1781.734    -1811.370       29.636   458.5
118.0000      -1781.713    -1810.397       28.684   443.8
118.2000      -1781.695    -1811.385       29.690   459.4
118.4000      -1781.676    -1811.567       29.891   462.5
118.6000      -1781.654    -1811.042       29.388   454.7
118.8000      -1781.634    -1810.920       29.285   453.1
119.0000      -1781.616    -1810.576       28.960   448.1
119.2000      -1781.596    -1810.410       28.814   445.8
119.4000      -1781.577    -1810.307       28.730   444.5
119.6000      -1781.560    -1811.023       29.462   455.9
119.8000      -1781.538    -1810.306       28.768   445.1
120.0000      -1781.520    -1811.026       29.506   456.5
120.2000      -1781.502    -1812.169       30.668   474.5
120.4000      -1781.483    -1810.896       29.413   455.1
120.6000      -1781.461    -1810.081       28.620   442.8
120.8000      -1781.442    -1810.283       28.841   446.3
121.0000      -1781.424    -1811.539       30.115   466.0
121.2000      -1781.403    -1810.610       29.207   451.9
121.4000      -1781.384    -1810.382       28.999   448.7
121.6000      -1781.363    -1810.580       29.217   452.1
121.8000      -1781.346    -1811.737       30.391   470.2
122.0000      -1781.326    -1809.459       28.133   435.3
122.2000      -1781.307    -1811.500       30.193   467.2
122.4000      -1781.285    -1809.740       28.455   440.3
122.6000      -1781.265    -1810.413       29.148   451.0
122.8000      -1781.249    -1811.030       29.781   460.8
123.0000      -1781.229    -1810.703       29.474   456.0
123.2000      -1781.208    -1809.475       28.267   437.4
123.4000      -1781.187    -1809.437       28.250   437.1
123.6000      -1781.170    -1810.204       29.034   449.2
123.8000      -1781.149    -1810.803       29.654   458.8
124.0000      -1781.130    -1810.296       29.166   451.3
124.2000      -1781.110    -1810.139       29.029   449.2
124.4000      -1781.093    -1812.385       31.293   484.2
124.6000      -1781.072    -1811.016       29.944   463.3
124.8000      -1781.053    -1811.147       30.094   465.6
125.0000      -1781.034    -1810.577       29.543   457.1
125.2000      -1781.013    -1810.635       29.622   458.3
125.4000      -1780.993    -1809.445       28.452   440.2
125.6000      -1780.975    -1810.314       29.338   453.9
125.8000      -1780.954    -1810.769       29.816   461.3
126.0000      -1780.933    -1809.626       28.693   444.0
126.2000      -1780.918    -1810.265       29.348   454.1
126.4000      -1780.898    -1810.669       29.771   460.6
126.6000      -1780.877    -1809.937       29.060   449.6
126.8000      -1780.858    -1810.597       29.739   460.1
127.0000      -1780.840    -1810.818       29.978   463.8
127.2000      -1780.821    -1810.027       29.206   451.9
127.4000      -1780.799    -1810.649       29.849   461.8
127.6000      -1780.779    -1809.637       28.858   446.5
127.8000      -1780.760    -1809.996       29.236   452.4
128.0000      -1780.743    -1811.476       30.734   475.5
128.2000      -1780.722    -1810.113       29.391   454.8
128.4000      -1780.703    -1810.328       29.624   458.4
128.6000      -1780.683    -1810.278       29.596   457.9
128.8000      -1780.662    -1808.728       28.067   434.3
129.0000      -1780.646    -1810.420       29.774   460.7
129.2000      -1780.626    -1810.409       29.782   460.8
129.4000      -1780.604    -1809.499       28.895   447.1
129.6000      -1780.588    -1810.334       29.746   460.3
129.8000      -1780.567    -1809.572       29.005   448.8
130.0000      -1780.549    -1810.316       29.767   460.6
130.2000      -1780.529    -1810.653       30.124   466.1
130.4000      -1780.511    -1809.598       29.087   450.1
130.6000      -1780.492    -1810.044       29.552   457.2
130.8000      -1780.471    -1809.914       29.442   455.6
131.0000      -1780.450    -1809.892       29.442   455.5
131.2000      -1780.432    -1810.253       29.821   461.4
131.4000      -1780.410    -1810.370       29.961   463.6
131.6000      -1780.394    -1811.414       31.019   480.0
131.8000      -1780.372    -1808.966       28.594   442.4
132.0000      -1780.355    -1810.755       30.400   470.4
132.2000      -1780.335    -1810.232       29.897   462.6
132.4000      -1780.315    -1810.405       30.090   465.6
132.6000      -1780.296    -1809.555       29.258   452.7
132.8000      -1780.277    -1809.731       29.454   455.7
133.0000      -1780.258    -1811.040       30.781   476.3
133.2000      -1780.238    -1810.267       30.029   464.6
133.4000      -1780.218    -1808.934       28.716   444.3
133.6000      -1780.201    -1811.607       31.407   485.9
133.8000      -1780.180    -1809.886       29.706   459.6
134.0000      -1780.163    -1810.802       30.640   474.1
134.2000      -1780.143    -1809.967       29.824   461.5
134.4000      -1780.120    -1809.141       29.021   449.0
134.6000      -1780.101    -1809.858       29.757   460.4
134.8000      -1780.085    -1811.431       31.345   485.0
135.0000      -1780.065    -1810.473       30.408   470.5
135.2000      -1780.046    -1811.143       31.097   481.2
135.4000      -1780.025    -1810.574       30.548   472.7
135.6000      -1780.007    -1809.876       29.869   462.2
135.8000      -1779.987    -1809.007       29.020   449.0
136.0000      -1779.969    -1809.809       29.840   461.7
136.2000      -1779.948    -1810.579       30.631   473.9
136.4000      -1779.929    -1810.505       30.576   473.1
136.6000      -1779.908    -1810.763       30.854   477.4
136.8000      -1779.887    -1809.646       29.758   460.4
137.0000      -1779.869    -1808.609       28.741   444.7
137.2000      -1779.850    -1809.692       29.842   461.7
137.4000      -1779.831    -1809.291       29.460   455.8
137.6000      -1779.811    -1809.149       29.338   453.9
137.8000      -1779.793    -1810.422       30.629   473.9
138.0000      -1779.774    -1810.347       30.573   473.0
138.2000      -1779.753    -1809.247       29.494   456.4
138.4000      -1779.735    -1810.772       31.037   480.2
138.6000      -1779.716    -1810.029       30.313   469.0
138.8000      -1779.696    -1810.726       31.030   480.1
139.0000      -1779.675    -1810.076       30.401   470.4
139.2000      -1779.656    -1809.025       29.368   454.4
139.4000      -1779.637    -1811.183       31.546   488.1
139.6000      -1779.618    -1809.830       30.212   467.5
139.8000      -1779.599    -1809.541       29.942   463.3
140.0000      -1779.581    -1809.900       30.318   469.1
140.2000      -1779.561    -1809.435       29.874   462.2
140.4000      -1779.544    -1811.961       32.417   501.6
140.6000      -1779.522    -1807.707       28.185   436.1
140.8000      -1779.505    -1810.118       30.614   473.7
141.0000      -1779.484    -1809.529       30.045   464.9
141.2000      -1779.465    -1809.122       29.657   458.9
141.4000      -1779.447    -1810.532       31.084   481.0
141.6000      -1779.427    -1808.473       29.046   449.4
141.8000      -1779.406    -1809.094       29.688   459.3
142.0000      -1779.392    -1810.345       30.953   478.9
142.2000      -1779.372    -1809.765       30.393   470.3
142.4000      -1779.353    -1810.248       30.895   478.0
142.6000      -1779.336    -1810.205       30.869   477.6
142.8000      -1779.317    -1811.268       31.950   494.4
143.0000      -1779.296    -1809.345       30.049   464.9
143.2000      -1779.279    -1809.669       30.390   470.2
143.4000      -1779.261    -1810.227       30.966   479.1
143.6000      -1779.240    -1808.902       29.662   459.0
143.8000      -1779.220    -1809.978       30.758   475.9
144.0000      -1779.202    -1809.183       29.981   463.9
144.2000      -1779.182    -1808.526       29.345   454.0
144.4000      -1779.163    -1809.472       30.309   469.0
144.6000      -1779.145    -1809.809       30.664   474.5
144.8000      -1779.124    -1808.801       29.677   459.2
145.0000      -1779.104    -1809.226       30.122   466.1
145.2000      -1779.085    -1808.948       29.862   462.1
145.4000      -1779.069    -1809.107       30.038   464.8
145.6000      -1779.050    -1809.387       30.338   469.4
145.8000      -1779.030    -1809.162       30.133   466.2
146.0000      -1779.009    -1809.784       30.775   476.2
146.2000      -1778.990    -1809.044       30.053   465.0
146.4000      -1778.972    -1809.212       30.240   467.9
146.6000      -1778.955    -1810.755       31.800   492.0
146.8000      -1778.935    -1810.633       31.698   490.5
147.0000      -1778.916    -1809.489       30.573   473.0
147.2000      -1778.897    -1810.001       31.103   481.2
147.4000      -1778.877    -1809.540       30.663   474.4
147.6000      -1778.857    -1809.831       30.974   479.3
147.8000      -1778.840    -1809.280       30.440   471.0
148.0000      -1778.819    -1807.786       28.968   448.2
148.2000      -1778.801    -1809.792       30.991   479.5
148.4000      -1778.782    -1809.750       30.967   479.1
148.6000      -1778.764    -1810.505       31.741   491.1
148.8000      -1778.742    -1808.989       30.247   468.0
149.0000      -1778.724    -1808.212       29.487   456.2
149.2000      -1778.708    -1810.438       31.731   491.0
149.4000      -1778.688    -1810.107       31.419   486.1
149.6000      -1778.667    -1808.354       29.687   459.3
149.8000      -1778.647    -1808.199       29.553   457.3
150.0000      -1778.629    -1809.866       31.237   483.3
150.2000      -1778.610    -1808.431       29.821   461.4
150.4000      -1778.592    -1809.775       31.184   482.5
150.6000      -1778.573    -1808.985       30.411   470.5
150.8000      -1778.554    -1809.141       30.587   473.3
151.0000      -1778.536    -1809.454       30.918   478.4
151.2000      -1778.516    -1808.775       30.259   468.2
151.4000      -1778.497    -1809.119       30.622   473.8
151.6000      -1778.477    -1808.697       30.219   467.6
151.8000      -1778.459    -1808.569       30.110   465.9
152.0000      -1778.441    -1809.902       31.460   486.8
152.2000      -1778.422    -1809.467       31.045   480.4
152.4000      -1778.402    -1809.779       31.376   485.5
152.6000      -1778.383    -1809.478       31.094   481.1
152.8000      -1778.362    -1808.919       30.557   472.8
153.0000      -1778.343    -1808.312       29.969   463.7
153.2000      -1778.327    -1809.823       31.496   487.3
153.4000      -1778.307    -1810.241       31.934   494.1
153.6000      -1778.288    -1809.330       31.042   480.3
153.8000      -1778.269    -1809.027       30.759   475.9
154.0000      -1778.250    -1809.540       31.289   484.1
154.2000      -1778.230    -1809.625       31.395   485.8
154.4000      -1778.211    -1809.026       30.816   476.8
154.6000      -1778.191    -1808.823       30.631   473.9
154.8000      -1778.173    -1808.097       29.924   463.0
155.0000      -1778.151    -1808.863       30.711   475.2
155.2000      -1778.133    -1808.273       30.139   466.3
155.4000      -1778.114    -1809.358       31.244   483.4
155.6000      -1778.096    -1809.069       30.973   479.2
155.8000      -1778.077    -1809.900       31.823   492.4
156.0000      -1778.056    -1809.308       31.252   483.5
156.2000      -1778.037    -1808.837       30.800   476.6
156.4000      -1778.019    -1808.679       30.660   474.4
156.6000      -1777.999    -1809.845       31.846   492.7
156.8000      -1777.979    -1809.235       31.257   483.6
157.0000      -1777.963    -1810.812       32.849   508.3
157.2000      -1777.941    -1809.281       31.340   484.9
157.4000      -1777.922    -1809.695       31.773   491.6
157.6000      -1777.906    -1810.324       32.418   501.6
157.8000      -1777.885    -1808.687       30.802   476.6
158.0000      -1777.866    -1809.018       31.152   482.0
158.2000      -1777.848    -1809.891       32.042   495.8
158.4000      -1777.828    -1808.178       30.350   469.6
158.6000      -1777.806    -1807.845       30.038   464.8
158.8000      -1777.789    -1808.819       31.029   480.1
159.0000      -1777.773    -1808.804       31.031   480.1
159.2000      -1777.750    -1808.681       30.930   478.6
159.4000      -1777.734    -1809.499       31.765   491.5
159.6000      -1777.717    -1808.912       31.195   482.7
159.8000      -1777.698    -1811.165       33.468   517.8
160.0000      -1777.676    -1808.216       30.540   472.5
160.2000      -1777.661    -1810.349       32.689   505.8
160.4000      -1777.641    -1810.288       32.647   505.1
160.6000      -1777.621    -1809.788       32.167   497.7
160.8000      -1777.603    -1808.797       31.194   482.7
161.0000      -1777.583    -1809.454       31.872   493.1
161.2000      -1777.565    -1810.237       32.672   505.5
161.4000      -1777.544    -1808.078       30.534   472.4
161.6000      -1777.527    -1809.078       31.551   488.2
161.8000      -1777.506    -1808.147       30.641   474.1
162.0000      -1777.490    -1809.464       31.974   494.7
162.2000      -1777.470    -1808.672       31.203   482.8
162.4000      -1777.451    -1808.711       31.260   483.7
162.6000      -1777.433    -1808.395       30.962   479.1
162.8000      -1777.412    -1807.899       30.486   471.7
163.0000      -1777.395    -1809.238       31.843   492.7
163.2000      -1777.376    -1808.686       31.310   484.4
163.4000      -1777.356    -1810.191       32.835   508.1
163.6000      -1777.337    -1808.079       30.742   475.7
163.8000      -1777.315    -1808.362       31.047   480.4
164.0000      -1777.297    -1809.177       31.880   493.3
164.2000      -1777.279    -1808.817       31.538   488.0
164.4000      -1777.259    -1808.970       31.711   490.6
164.6000      -1777.239    -1806.911       29.672   459.1
164.8000      -1777.222    -1808.771       31.549   488.1
165.0000      -1777.205    -1808.917       31.712   490.7
165.2000      -1777.185    -1809.397       32.212   498.4
165.4000      -1777.167    -1809.388       32.221   498.5
165.6000      -1777.147    -1810.229       33.082   511.9
165.8000      -1777.128    -1807.714       30.586   473.3
166.0000      -1777.111    -1809.134       32.024   495.5
166.2000      -1777.090    -1808.653       31.564   488.4
166.4000      -1777.070    -1808.988       31.918   493.9
166.6000      -1777.049    -1808.288       31.239   483.4
166.8000      -1777.032    -1808.937       31.905   493.7
167.0000      -1777.012    -1807.693       30.680   474.7
167.2000      -1776.996    -1809.885       32.889   508.9
167.4000      -1776.976    -1810.022       33.046   511.3
167.6000      -1776.956    -1808.138       31.182   482.5
167.8000      -1776.939    -1808.523       31.584   488.7
168.0000      -1776.917    -1808.197       31.279   484.0
168.2000      -1776.900    -1808.249       31.349   485.1
168.4000      -1776.883    -1809.179       32.296   499.7
168.6000      -1776.864    -1808.715       31.851   492.8
168.8000      -1776.843    -1807.785       30.941   478.7
169.0000      -1776.824    -1807.899       31.074   480.8
169.2000      -1776.805    -1807.998       31.193   482.6
169.4000      -1776.786    -1808.282       31.496   487.3
169.6000      -1776.767    -1807.862       31.095   481.1
169.8000      -1776.749    -1808.971       32.222   498.6
170.0000      -1776.729    -1808.601       31.872   493.1
170.2000      -1776.712    -1808.505       31.793   491.9
170.4000      -1776.694    -1809.349       32.655   505.3
170.6000      -1776.674    -1809.467       32.793   507.4
170.8000      -1776.655    -1808.884       32.229   498.7
171.0000      -1776.637    -1808.149       31.512   487.6
171.2000      -1776.619    -1807.495       30.876   477.7
171.4000      -1776.600    -1809.312       32.712   506.1
171.6000      -1776.580    -1808.891       32.311   499.9
171.8000      -1776.562    -1808.017       31.456   486.7
172.0000      -1776.542    -1809.420       32.877   508.7
172.2000      -1776.525    -1808.016       31.492   487.3
172.4000      -1776.505    -1807.639       31.135   481.7
172.6000      -1776.489    -1808.244       31.755   491.3
172.8000      -1776.469    -1808.026       31.557   488.3
173.0000      -1776.450    -1808.048       31.599   488.9
173.2000      -1776.432    -1808.966       32.533   503.4
173.4000      -1776.415    -1807.734       31.320   484.6
173.6000      -1776.395    -1808.837       32.442   502.0
173.8000      -1776.378    -1809.834       33.456   517.7
174.0000      -1776.357    -1808.511       32.154   497.5
174.2000      -1776.338    -1808.319       31.981   494.8
174.4000      -1776.320    -1807.911       31.591   488.8
174.6000      -1776.300    -1809.694       33.393   516.7
174.8000      -1776.282    -1808.926       32.644   505.1
175.0000      -1776.262    -1810.011       33.749   522.2
175.2000      -1776.246    -1808.274       32.028   495.6
175.4000      -1776.225    -1807.907       31.682   490.2
175.6000      -1776.207    -1808.136       31.929   494.0
175.8000      -1776.188    -1807.449       31.261   483.7
176.0000      -1776.168    -1807.842       31.674   490.1
176.2000      -1776.151    -1807.744       31.593   488.8
176.4000      -1776.132    -1807.679       31.547   488.1
176.6000      -1776.114    -1808.240       32.127   497.1
176.8000      -1776.096    -1807.976       31.880   493.3
177.0000      -1776.077    -1808.583       32.506   503.0
177.2000      -1776.057    -1807.668       31.611   489.1
177.4000      -1776.039    -1808.499       32.461   502.3
177.6000      -1776.019    -1808.654       32.635   505.0
177.8000      -1775.999    -1807.455       31.456   486.7
178.0000      -1775.981    -1808.514       32.534   503.4
178.2000      -1775.961    -1808.086       32.125   497.1
178.4000      -1775.942    -1807.449       31.507   487.5
178.6000      -1775.924    -1807.726       31.802   492.1
178.8000      -1775.905    -1805.875       29.971   463.7
179.0000      -1775.888    -1809.199       33.311   515.4
179.2000      -1775.869    -1808.622       32.753   506.8
179.4000      -1775.851    -1808.130       32.278   499.4
179.6000      -1775.832    -1807.304       31.472   487.0
179.8000      -1775.815    -1810.053       34.239   529.8
180.0000      -1775.795    -1808.280       32.485   502.6
180.2000      -1775.776    -1808.128       32.352   500.6
180.4000      -1775.757    -1808.711       32.954   509.9
180.6000      -1775.739    -1807.845       32.106   496.8
180.8000      -1775.722    -1808.870       33.148   512.9
181.0000      -1775.702    -1808.219       32.517   503.1
181.2000      -1775.682    -1808.023       32.341   500.4
181.4000      -1775.664    -1808.452       32.788   507.3
181.6000      -1775.644    -1807.565       31.921   493.9
181.8000      -1775.626    -1807.079       31.453   486.7
182.0000      -1775.610    -1809.399       33.789   522.8
182.2000      -1775.588    -1807.539       31.951   494.4
182.4000      -1775.569    -1807.764       32.195   498.1
182.6000      -1775.550    -1807.055       31.505   487.5
182.8000      -1775.532    -1807.237       31.705   490.6
183.0000      -1775.515    -1806.828       31.314   484.5
183.2000      -1775.498    -1807.576       32.078   496.3
183.4000      -1775.477    -1808.336       32.859   508.4
183.6000      -1775.459    -1807.733       32.274   499.4
183.8000      -1775.440    -1808.836       33.396   516.7
184.0000      -1775.423    -1808.520       33.098   512.1
184.2000      -1775.403    -1808.788       33.385   516.6
184.4000      -1775.385    -1807.607       32.222   498.6
184.6000      -1775.364    -1808.034       32.670   505.5
184.8000      -1775.348    -1809.431       34.084   527.4
185.0000      -1775.328    -1808.838       33.510   518.5
185.2000      -1775.309    -1808.480       33.170   513.2
185.4000      -1775.289    -1808.335       33.046   511.3
185.6000      -1775.272    -1807.866       32.594   504.3
185.8000      -1775.253    -1807.418       32.165   497.7
186.0000      -1775.235    -1808.859       33.625   520.3
186.2000      -1775.216    -1808.734       33.518   518.6
186.4000      -1775.193    -1806.396       31.203   482.8
186.6000      -1775.178    -1807.871       32.693   505.9
186.8000      -1775.161    -1809.085       33.924   524.9
187.0000      -1775.140    -1807.376       32.236   498.8
187.2000      -1775.121    -1806.782       31.661   489.9
187.4000      -1775.102    -1806.693       31.591   488.8
187.6000      -1775.085    -1808.005       32.920   509.4
187.8000      -1775.068    -1808.100       33.032   511.1
188.0000      -1775.046    -1806.511       31.465   486.8
188.2000      -1775.032    -1807.960       32.928   509.5
188.4000      -1775.013    -1807.997       32.983   510.3
188.6000      -1774.993    -1807.872       32.879   508.7
188.8000      -1774.975    -1806.930       31.956   494.4
189.0000      -1774.957    -1807.709       32.752   506.8
189.2000      -1774.940    -1808.210       33.270   514.8
189.4000      -1774.919    -1807.487       32.568   503.9
189.6000      -1774.900    -1806.911       32.011   495.3
189.8000      -1774.886    -1807.306       32.421   501.6
190.0000      -1774.864    -1806.703       31.839   492.6
190.2000      -1774.845    -1806.922       32.077   496.3
190.4000      -1774.828    -1808.468       33.640   520.5
190.6000      -1774.810    -1806.828       32.018   495.4
190.8000      -1774.791    -1805.884       31.093   481.1
191.0000      -1774.774    -1807.172       32.398   501.3
191.2000      -1774.756    -1808.747       33.991   525.9
191.4000      -1774.736    -1807.077       32.340   500.4
191.6000      -1774.719    -1807.822       33.103   512.2
191.8000      -1774.700    -1807.447       32.747   506.7
192.0000      -1774.679    -1807.420       32.741   506.6
192.2000      -1774.663    -1806.648       31.986   494.9
192.4000      -1774.643    -1806.725       32.082   496.4
192.6000      -1774.625    -1807.428       32.803   507.5
192.8000      -1774.607    -1808.266       33.659   520.8
193.0000      -1774.588    -1807.274       32.685   505.7
193.2000      -1774.570    -1808.596       34.026   526.5
193.4000      -1774.551    -1807.197       32.646   505.1
193.6000      -1774.531    -1807.105       32.574   504.0
193.8000      -1774.513    -1807.335       32.822   507.8
194.0000      -1774.495    -1807.175       32.679   505.6
194.2000      -1774.478    -1808.712       34.234   529.7
194.4000      -1774.457    -1806.765       32.308   499.9
194.6000      -1774.441    -1807.470       33.028   511.0
194.8000      -1774.419    -1807.054       32.635   504.9
195.0000      -1774.403    -1806.896       32.493   502.8
195.2000      -1774.383    -1807.068       32.685   505.7
195.4000      -1774.362    -1806.168       31.806   492.1
195.6000      -1774.345    -1807.376       33.031   511.1
195.8000      -1774.324    -1807.264       32.940   509.7
196.0000      -1774.309    -1807.689       33.380   516.5
196.2000      -1774.287    -1807.472       33.184   513.4
196.4000      -1774.270    -1808.111       33.841   523.6
196.6000      -1774.251    -1807.322       33.071   511.7
196.8000      -1774.232    -1806.549       32.317   500.0
197.0000      -1774.214    -1806.933       32.719   506.3
197.2000      -1774.196    -1806.517       32.321   500.1
197.4000      -1774.178    -1807.181       33.003   510.6
197.6000      -1774.159    -1808.061       33.903   524.6
197.8000      -1774.143    -1806.156       32.013   495.3
198.0000      -1774.123    -1806.505       32.381   501.0
198.2000      -1774.105    -1807.154       33.050   511.4
198.4000      -1774.086    -1807.635       33.550   519.1
198.6000      -1774.068    -1807.924       33.856   523.8
198.8000      -1774.046    -1806.621       32.575   504.0
199.0000      -1774.031    -1807.116       33.085   511.9
199.2000      -1774.012    -1806.934       32.922   509.4
199.4000      -1773.994    -1807.732       33.738   522.0
199.6000      -1773.976    -1808.022       34.046   526.8
199.8000      -1773.954    -1806.669       32.715   506.2
200.0000      -1773.936    -1808.029       34.093   527.5
200.2000      -1773.917    -1808.207       34.289   530.5
200.4000      -1773.900    -1808.238       34.337   531.3
200.6000      -1773.883    -1808.017       34.134   528.1
200.8000      -1773.864    -1806.926       33.062   511.6
201.0000      -1773.845    -1807.569       33.724   521.8
201.2000      -1773.826    -1807.325       33.500   518.3
201.4000      -1773.806    -1807.047       33.241   514.3
201.6000      -1773.788    -1806.376       32.588   504.2
201.8000      -1773.769    -1807.548       33.779   522.7
202.0000      -1773.753    -1807.377       33.623   520.2
202.2000      -1773.732    -1806.647       32.916   509.3
202.4000      -1773.715    -1808.226       34.511   534.0
202.6000      -1773.695    -1807.225       33.530   518.8
202.8000      -1773.676    -1806.176       32.500   502.9
203.0000      -1773.657    -1807.231       33.575   519.5
203.2000      -1773.642    -1807.226       33.584   519.6
203.4000      -1773.622    -1806.312       32.690   505.8
203.6000      -1773.603    -1806.880       33.277   514.9
203.8000      -1773.585    -1807.244       33.659   520.8
204.0000      -1773.567    -1807.153       33.586   519.7
204.2000      -1773.547    -1807.860       34.313   530.9
204.4000      -1773.529    -1807.223       33.693   521.3
204.6000      -1773.511    -1806.464       32.953   509.9
204.8000      -1773.494    -1808.287       34.793   538.3
205.0000      -1773.475    -1806.929       33.454   517.6
205.2000      -1773.457    -1806.683       33.226   514.1
205.4000      -1773.439    -1806.300       32.861   508.5
205.6000      -1773.422    -1806.812       33.390   516.6
205.8000      -1773.406    -1808.040       34.634   535.9
206.0000      -1773.384    -1806.800       33.416   517.0
206.2000      -1773.363    -1806.288       32.925   509.4
206.4000      -1773.349    -1807.909       34.561   534.7
206.6000      -1773.330    -1808.234       34.904   540.1
206.8000      -1773.312    -1806.740       33.428   517.2
207.0000      -1773.292    -1806.282       32.990   510.5
207.2000      -1773.272    -1807.068       33.797   522.9
207.4000      -1773.252    -1806.743       33.491   518.2
207.6000      -1773.235    -1806.709       33.474   517.9
207.8000      -1773.216    -1806.519       33.303   515.3
208.0000      -1773.195    -1806.773       33.578   519.5
208.2000      -1773.180    -1807.778       34.598   535.3
208.4000      -1773.158    -1805.959       32.801   507.5
208.6000      -1773.139    -1806.845       33.706   521.5
208.8000      -1773.125    -1809.297       36.172   559.7
209.0000      -1773.105    -1806.426       33.321   515.6
209.2000      -1773.085    -1806.147       33.062   511.6
209.4000      -1773.068    -1806.755       33.688   521.2
209.6000      -1773.049    -1807.212       34.162   528.6
209.8000      -1773.032    -1807.396       34.364   531.7
210.0000      -1773.012    -1806.350       33.339   515.8
210.2000      -1772.995    -1807.234       34.239   529.8
210.4000      -1772.976    -1807.840       34.864   539.4
210.6000      -1772.959    -1806.912       33.953   525.3
210.8000      -1772.941    -1807.447       34.506   533.9
211.0000      -1772.924    -1806.685       33.762   522.4
211.2000      -1772.905    -1806.885       33.980   525.8
211.4000      -1772.884    -1805.624       32.740   506.6
211.6000      -1772.869    -1808.192       35.323   546.5
211.8000      -1772.848    -1806.063       33.216   513.9
212.0000      -1772.831    -1807.342       34.512   534.0
212.2000      -1772.810    -1805.813       33.004   510.7
212.4000      -1772.793    -1805.774       32.982   510.3
212.6000      -1772.773    -1806.933       34.160   528.5
212.8000      -1772.756    -1807.015       34.260   530.1
213.0000      -1772.739    -1807.741       35.002   541.6
213.2000      -1772.718    -1805.803       33.084   511.9
213.4000      -1772.701    -1805.668       32.967   510.1
213.6000      -1772.682    -1807.626       34.945   540.7
213.8000      -1772.664    -1808.179       35.514   549.5
214.0000      -1772.643    -1806.506       33.862   523.9
214.2000      -1772.629    -1806.304       33.675   521.0
214.4000      -1772.610    -1807.065       34.455   533.1
214.6000      -1772.593    -1807.432       34.840   539.1
214.8000      -1772.575    -1806.265       33.690   521.3
215.0000      -1772.558    -1807.270       34.712   537.1
215.2000      -1772.534    -1805.843       33.308   515.4
215.4000      -1772.520    -1806.587       34.068   527.1
215.6000      -1772.501    -1806.236       33.735   522.0
215.8000      -1772.483    -1805.620       33.137   512.7
216.0000      -1772.464    -1806.721       34.257   530.0
216.2000      -1772.446    -1807.997       35.551   550.1
216.4000      -1772.428    -1805.068       32.640   505.0
216.6000      -1772.407    -1806.519       34.112   527.8
216.8000      -1772.390    -1807.091       34.701   536.9
217.0000      -1772.372    -1806.602       34.230   529.6
217.2000      -1772.353    -1805.115       32.762   506.9
217.4000      -1772.337    -1807.893       35.556   550.2
217.6000      -1772.316    -1805.863       33.547   519.1
217.8000      -1772.300    -1807.247       34.948   540.7
218.0000      -1772.281    -1807.063       34.782   538.2
218.2000      -1772.261    -1805.499       33.238   514.3
218.4000      -1772.243    -1806.095       33.852   523.8
218.6000      -1772.229    -1806.744       34.515   534.0
218.8000      -1772.210    -1806.555       34.345   531.4
219.0000      -1772.192    -1808.415       36.224   560.5
219.2000      -1772.174    -1806.098       33.924   524.9
219.4000      -1772.154    -1806.051       33.896   524.5
219.6000      -1772.138    -1807.816       35.678   552.0
219.8000      -1772.121    -1808.097       35.976   556.6
220.0000      -1772.099    -1806.608       34.509   533.9
220.2000      -1772.082    -1806.852       34.770   538.0
220.4000      -1772.062    -1806.427       34.365   531.7
220.6000      -1772.044    -1806.071       34.028   526.5
220.8000      -1772.028    -1806.026       33.998   526.0
221.0000      -1772.013    -1806.688       34.675   536.5
221.2000      -1771.995    -1807.065       35.071   542.6
221.4000      -1771.976    -1808.133       36.157   559.5
221.6000      -1771.958    -1807.687       35.729   552.8
221.8000      -1771.937    -1806.450       34.513   534.0
222.0000      -1771.919    -1807.244       35.324   546.6
222.2000      -1771.900    -1806.806       34.906   540.1
222.4000      -1771.882    -1806.697       34.815   538.7
222.6000      -1771.863    -1806.705       34.842   539.1
222.8000      -1771.843    -1805.722       33.879   524.2
223.0000      -1771.825    -1805.144       33.319   515.5
223.2000      -1771.811    -1807.462       35.651   551.6
223.4000      -1771.791    -1806.701       34.910   540.2
223.6000      -1771.774    -1807.351       35.577   550.5
223.8000      -1771.754    -1804.775       33.021   510.9
224.0000      -1771.736    -1805.749       34.012   526.3
224.2000      -1771.717    -1805.799       34.081   527.3
224.4000      -1771.700    -1806.373       34.673   536.5
224.6000      -1771.682    -1806.542       34.860   539.4
224.8000      -1771.663    -1805.945       34.282   530.4
225.0000      -1771.647    -1806.475       34.828   538.9
225.2000      -1771.627    -1806.159       34.532   534.3
225.4000      -1771.611    -1806.902       35.291   546.1
225.6000      -1771.591    -1806.687       35.095   543.0
225.8000      -1771.573    -1806.237       34.664   536.3
226.0000      -1771.554    -1807.353       35.799   553.9
226.2000      -1771.538    -1807.154       35.616   551.1
226.4000      -1771.517    -1806.213       34.696   536.8
226.6000      -1771.500    -1805.529       34.029   526.5
226.8000      -1771.481    -1804.766       33.285   515.0
227.0000      -1771.463    -1807.375       35.912   555.7
227.2000      -1771.443    -1805.131       33.688   521.2
227.4000      -1771.425    -1805.276       33.851   523.8
227.6000      -1771.409    -1808.018       36.609   566.4
227.8000      -1771.389    -1805.308       33.919   524.8
228.0000      -1771.373    -1805.136       33.764   522.4
228.2000      -1771.352    -1805.347       33.994   526.0
228.4000      -1771.338    -1807.522       36.185   559.9
